tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_1072	SAUSA300_RS05400	854.98	854.757	855.627	853.919	857.554	857.255	856.836	857.42	857.443	857.594	857.571	857.138	855.151	854.922	855.766	855.319	854.617	855.356	853.583	854.549	856.224	855.802	855.499	855.725	855.825	856.523	855.757	855.461	818.827	819.454	818.378	817.747
unassigned_transcript_1073	SAUSA300_RS05405	255.246	254.988	255.816	254.181	258.051	257.762	257.419	257.938	257.942	258.121	258.093	257.795	255.624	255.357	256.142	255.734	254.991	255.621	253.994	254.864	256.756	256.412	256.126	256.312	256.438	257.054	256.385	256.096	221.339	221.74	221.065	220.577
unassigned_transcript_1074	SAUSA300_RS05410	1187.98	1187.757	1188.627	1186.919	1190.554	1190.255	1189.836	1190.42	1190.443	1190.594	1190.571	1190.138	1188.151	1187.922	1188.766	1188.319	1187.617	1188.356	1186.583	1187.549	1189.224	1188.802	1188.499	1188.725	1188.825	1189.523	1188.757	1188.461	1151.827	1152.454	1151.378	1150.747
unassigned_transcript_1075	SAUSA300_RS05415	449.98	449.757	450.627	448.919	452.554	452.255	451.836	452.42	452.443	452.594	452.571	452.138	450.151	449.922	450.766	450.319	449.617	450.356	448.583	449.549	451.224	450.802	450.499	450.725	450.825	451.523	450.757	450.461	413.827	414.454	413.378	412.747
unassigned_transcript_1076	SAUSA300_RS05420	662.98	662.757	663.627	661.919	665.554	665.255	664.836	665.42	665.443	665.594	665.571	665.138	663.151	662.922	663.766	663.319	662.617	663.356	661.583	662.549	664.224	663.802	663.499	663.725	663.825	664.523	663.757	663.461	626.827	627.454	626.378	625.747
unassigned_transcript_1077	SAUSA300_RS05425	52.467	52.29	52.541	52.17	55.035	54.844	54.868	54.978	55.06	55.19	54.87	55.029	50.607	50.434	50.721	50.517	52.95	53.127	52.686	52.994	53.483	53.34	53.324	53.335	53.458	53.537	53.375	53.492	41.798	41.929	41.912	41.82
unassigned_transcript_1078	SAUSA300_RS05430	1682.98	1682.757	1683.627	1681.919	1685.554	1685.255	1684.836	1685.42	1685.443	1685.594	1685.571	1685.138	1683.151	1682.922	1683.766	1683.319	1682.617	1683.356	1681.583	1682.549	1684.224	1683.802	1683.499	1683.725	1683.825	1684.523	1683.757	1683.461	1646.827	1647.454	1646.378	1645.747
unassigned_transcript_1079	SAUSA300_RS05435	37.789	37.667	37.843	37.572	39.308	39.107	39.226	39.268	39.279	39.373	39.218	39.248	35.478	35.324	35.575	35.348	37.764	37.961	37.657	37.886	37.973	37.835	37.883	37.801	37.919	38.002	37.904	37.948	29.604	29.667	29.572	29.637
unassigned_transcript_1080	SAUSA300_RS05440	318.003	317.773	318.639	316.937	320.608	320.324	319.886	320.48	320.492	320.651	320.626	320.207	318.19	317.97	318.794	318.354	317.644	318.387	316.611	317.57	319.276	318.877	318.567	318.78	318.902	319.59	318.818	318.521	282.147	282.699	281.715	281.136
unassigned_transcript_1081	SAUSA300_RS05445	117.954	117.779	118.215	117.49	121.877	121.621	121.563	121.793	121.965	122.102	121.892	121.822	117.951	117.61	118.162	117.833	118.359	118.707	117.804	118.201	120.433	120.242	120.047	120.147	120.258	120.521	120.214	120.073	96.827	96.902	96.754	96.542
unassigned_transcript_1082	SAUSA300_RS05450	1061.98	1061.757	1062.627	1060.919	1064.554	1064.255	1063.836	1064.42	1064.443	1064.594	1064.571	1064.138	1062.151	1061.922	1062.766	1062.319	1061.617	1062.356	1060.583	1061.549	1063.224	1062.802	1062.499	1062.725	1062.825	1063.523	1062.757	1062.461	1025.827	1026.454	1025.378	1024.747
unassigned_transcript_1083	SAUSA300_RS05455	3287.98	3287.757	3288.627	3286.919	3290.554	3290.255	3289.836	3290.42	3290.443	3290.594	3290.571	3290.138	3288.151	3287.922	3288.766	3288.319	3287.617	3288.356	3286.583	3287.549	3289.224	3288.802	3288.499	3288.725	3288.825	3289.523	3288.757	3288.461	3251.827	3252.454	3251.378	3250.747
unassigned_transcript_1084	SAUSA300_RS05460	746.98	746.757	747.627	745.919	749.554	749.255	748.836	749.42	749.443	749.594	749.571	749.138	747.151	746.922	747.766	747.319	746.617	747.356	745.583	746.549	748.224	747.802	747.499	747.725	747.825	748.523	747.757	747.461	710.827	711.454	710.378	709.747
unassigned_transcript_1085	SAUSA300_RS05465	746.98	746.757	747.627	745.919	749.554	749.255	748.836	749.42	749.443	749.594	749.571	749.138	747.151	746.922	747.766	747.319	746.617	747.356	745.583	746.549	748.224	747.802	747.499	747.725	747.825	748.523	747.757	747.461	710.827	711.454	710.378	709.747
unassigned_transcript_1086	SAUSA300_RS05470	297.044	296.811	297.671	295.993	299.694	299.428	299.006	299.565	299.568	299.769	299.716	299.337	297.285	297.046	297.87	297.435	296.709	297.414	295.683	296.611	298.365	297.99	297.683	297.891	297.991	298.701	297.92	297.635	261.634	262.171	261.268	260.704
unassigned_transcript_1087	SAUSA300_RS05480	872.98	872.757	873.627	871.919	875.554	875.255	874.836	875.42	875.443	875.594	875.571	875.138	873.151	872.922	873.766	873.319	872.617	873.356	871.583	872.549	874.224	873.802	873.499	873.725	873.825	874.523	873.757	873.461	836.827	837.454	836.378	835.747
unassigned_transcript_1088	SAUSA300_RS05485	270.143	269.886	270.744	269.086	272.88	272.62	272.236	272.766	272.762	272.958	272.936	272.594	270.462	270.22	271.026	270.589	269.855	270.527	268.833	269.738	271.557	271.206	270.923	271.118	271.24	271.897	271.193	270.899	235.61	236.073	235.301	234.752
unassigned_transcript_1089	SAUSA300_RS05490	761.98	761.757	762.627	760.919	764.554	764.255	763.836	764.42	764.443	764.594	764.571	764.138	762.151	761.922	762.766	762.319	761.617	762.356	760.583	761.549	763.224	762.802	762.499	762.725	762.825	763.523	762.757	762.461	725.827	726.454	725.378	724.747
unassigned_transcript_1090	SAUSA300_RS05495	100.007	99.811	100.181	99.578	103.917	103.556	103.608	103.73	103.929	104.043	103.76	103.785	99.531	99.245	99.73	99.428	100.455	100.749	99.943	100.345	102.319	102.114	101.961	101.99	102.2	102.281	102.095	102.029	81.416	81.464	81.339	81.289
unassigned_transcript_1091	SAUSA300_RS05500	225.603	225.287	226.107	224.579	228.572	228.259	228.021	228.457	228.514	228.698	228.625	228.293	226.079	225.795	226.518	226.137	225.396	225.976	224.486	225.241	227.311	227.011	226.688	226.9	226.974	227.578	227.014	226.717	193.258	193.682	193.047	192.649
unassigned_transcript_1092	SAUSA300_RS05505	377.98	377.757	378.627	376.919	380.554	380.255	379.836	380.42	380.443	380.594	380.571	380.138	378.151	377.922	378.766	378.319	377.617	378.356	376.583	377.549	379.224	378.802	378.499	378.725	378.825	379.523	378.757	378.461	341.827	342.454	341.378	340.747
unassigned_transcript_1093	SAUSA300_RS05510	318.003	317.773	318.639	316.937	320.608	320.324	319.886	320.48	320.492	320.651	320.626	320.207	318.19	317.97	318.794	318.354	317.644	318.387	316.611	317.57	319.276	318.877	318.567	318.78	318.902	319.59	318.818	318.521	282.147	282.699	281.715	281.136
unassigned_transcript_1094	SAUSA300_RS05515	974.98	974.757	975.627	973.919	977.554	977.255	976.836	977.42	977.443	977.594	977.571	977.138	975.151	974.922	975.766	975.319	974.617	975.356	973.583	974.549	976.224	975.802	975.499	975.725	975.825	976.523	975.757	975.461	938.827	939.454	938.378	937.747
unassigned_transcript_1095	SAUSA300_RS05520	392.98	392.757	393.627	391.919	395.554	395.255	394.836	395.42	395.443	395.594	395.571	395.138	393.151	392.922	393.766	393.319	392.617	393.356	391.583	392.549	394.224	393.802	393.499	393.725	393.825	394.523	393.757	393.461	356.827	357.454	356.378	355.747
unassigned_transcript_1096	SAUSA300_RS05530	41.282	41.176	41.316	41.039	43.067	42.896	42.917	43.014	43.017	43.138	42.958	42.985	39.088	38.936	39.195	38.948	41.381	41.643	41.259	41.533	41.645	41.512	41.524	41.452	41.599	41.701	41.604	41.658	32.504	32.605	32.499	32.554
unassigned_transcript_1097	SAUSA300_RS05535	1772.98	1772.757	1773.627	1771.919	1775.554	1775.255	1774.836	1775.42	1775.443	1775.594	1775.571	1775.138	1773.151	1772.922	1773.766	1773.319	1772.617	1773.356	1771.583	1772.549	1774.224	1773.802	1773.499	1773.725	1773.825	1774.523	1773.757	1773.461	1736.827	1737.454	1736.378	1735.747
unassigned_transcript_1098	SAUSA300_RS05540	887.98	887.757	888.627	886.919	890.554	890.255	889.836	890.42	890.443	890.594	890.571	890.138	888.151	887.922	888.766	888.319	887.617	888.356	886.583	887.549	889.224	888.802	888.499	888.725	888.825	889.523	888.757	888.461	851.827	852.454	851.378	850.747
unassigned_transcript_1099	SAUSA300_RS05545	518.98	518.757	519.627	517.919	521.554	521.255	520.836	521.42	521.443	521.594	521.571	521.138	519.151	518.922	519.766	519.319	518.617	519.356	517.583	518.549	520.224	519.802	519.499	519.725	519.825	520.523	519.757	519.461	482.827	483.454	482.378	481.747
unassigned_transcript_1100	SAUSA300_RS05550	911.98	911.757	912.627	910.919	914.554	914.255	913.836	914.42	914.443	914.594	914.571	914.138	912.151	911.922	912.766	912.319	911.617	912.356	910.583	911.549	913.224	912.802	912.499	912.725	912.825	913.523	912.757	912.461	875.827	876.454	875.378	874.747
unassigned_transcript_1101	SAUSA300_RS05555	713.98	713.757	714.627	712.919	716.554	716.255	715.836	716.42	716.443	716.594	716.571	716.138	714.151	713.922	714.766	714.319	713.617	714.356	712.583	713.549	715.224	714.802	714.499	714.725	714.825	715.523	714.757	714.461	677.827	678.454	677.378	676.747
unassigned_transcript_1102	SAUSA300_RS05560	800.98	800.757	801.627	799.919	803.554	803.255	802.836	803.42	803.443	803.594	803.571	803.138	801.151	800.922	801.766	801.319	800.617	801.356	799.583	800.549	802.224	801.802	801.499	801.725	801.825	802.523	801.757	801.461	764.827	765.454	764.378	763.747
unassigned_transcript_1103	SAUSA300_RS05565	569.98	569.757	570.627	568.919	572.554	572.255	571.836	572.42	572.443	572.594	572.571	572.138	570.151	569.922	570.766	570.319	569.617	570.356	568.583	569.549	571.224	570.802	570.499	570.725	570.825	571.523	570.757	570.461	533.827	534.454	533.378	532.747
unassigned_transcript_1104	SAUSA300_RS05570	161.807	161.493	162.133	160.986	165.283	164.946	164.8	165.254	165.321	165.456	165.34	165.053	162.202	161.953	162.521	162.159	161.887	162.293	161.177	161.686	164.119	163.836	163.445	163.781	163.84	164.224	163.78	163.579	135.02	135.124	134.797	134.604
unassigned_transcript_1105	SAUSA300_RS05575	12.431	12.381	12.427	12.259	12.17	11.989	12.055	11.991	12.116	12.081	12.115	12.071	11.546	11.41	11.527	11.507	11.476	11.574	11.504	11.567	11.33	11.441	11.314	11.318	11.465	11.429	11.348	11.451	9.631	9.896	9.912	9.619
unassigned_transcript_1106	SAUSA300_RS05580	575.98	575.757	576.627	574.919	578.554	578.255	577.836	578.42	578.443	578.594	578.571	578.138	576.151	575.922	576.766	576.319	575.617	576.356	574.583	575.549	577.224	576.802	576.499	576.725	576.825	577.523	576.757	576.461	539.827	540.454	539.378	538.747
unassigned_transcript_1107	SAUSA300_RS05585	893.98	893.757	894.627	892.919	896.554	896.255	895.836	896.42	896.443	896.594	896.571	896.138	894.151	893.922	894.766	894.319	893.617	894.356	892.583	893.549	895.224	894.802	894.499	894.725	894.825	895.523	894.757	894.461	857.827	858.454	857.378	856.747
unassigned_transcript_1108	SAUSA300_RS05590	2237.98	2237.757	2238.627	2236.919	2240.554	2240.255	2239.836	2240.42	2240.443	2240.594	2240.571	2240.138	2238.151	2237.922	2238.766	2238.319	2237.617	2238.356	2236.583	2237.549	2239.224	2238.802	2238.499	2238.725	2238.825	2239.523	2238.757	2238.461	2201.827	2202.454	2201.378	2200.747
unassigned_transcript_1109	SAUSA300_RS05595	773.98	773.757	774.627	772.919	776.554	776.255	775.836	776.42	776.443	776.594	776.571	776.138	774.151	773.922	774.766	774.319	773.617	774.356	772.583	773.549	775.224	774.802	774.499	774.725	774.825	775.523	774.757	774.461	737.827	738.454	737.378	736.747
unassigned_transcript_1110	SAUSA300_RS05600	104.19	104.006	104.394	103.753	108.133	107.795	107.841	107.977	108.162	108.299	108.012	108.007	103.833	103.565	104.009	103.737	104.643	104.945	104.135	104.524	106.543	106.409	106.21	106.251	106.42	106.574	106.347	106.234	84.974	85.005	84.892	84.788
unassigned_transcript_1111	SAUSA300_RS05605	356.98	356.757	357.627	355.919	359.554	359.255	358.836	359.42	359.443	359.594	359.571	359.138	357.151	356.922	357.766	357.319	356.617	357.356	355.583	356.549	358.224	357.802	357.499	357.725	357.825	358.523	357.757	357.461	320.827	321.454	320.378	319.747
unassigned_transcript_1112	SAUSA300_RS05610	1547.98	1547.757	1548.627	1546.919	1550.554	1550.255	1549.836	1550.42	1550.443	1550.594	1550.571	1550.138	1548.151	1547.922	1548.766	1548.319	1547.617	1548.356	1546.583	1547.549	1549.224	1548.802	1548.499	1548.725	1548.825	1549.523	1548.757	1548.461	1511.827	1512.454	1511.378	1510.747
unassigned_transcript_1113	SAUSA300_RS05615	2183.98	2183.757	2184.627	2182.919	2186.554	2186.255	2185.836	2186.42	2186.443	2186.594	2186.571	2186.138	2184.151	2183.922	2184.766	2184.319	2183.617	2184.356	2182.583	2183.549	2185.224	2184.802	2184.499	2184.725	2184.825	2185.523	2184.757	2184.461	2147.827	2148.454	2147.378	2146.747
unassigned_transcript_1114	SAUSA300_RS05620	153.374	153.067	153.694	152.608	156.915	156.613	156.483	156.918	156.973	157.126	156.987	156.718	153.677	153.456	154.015	153.66	153.484	153.899	152.786	153.298	155.748	155.467	155.146	155.421	155.498	155.848	155.426	155.253	127.55	127.65	127.279	127.175
unassigned_transcript_1115	SAUSA300_RS05625	9.87	9.758	9.924	9.815	9.319	9.034	9.174	9.067	9.299	9.234	9.186	9.199	9.963	9.765	9.952	9.764	9.08	9.303	9.224	9.277	9.245	9.3	9.184	9.114	9.453	9.194	9.266	9.274	8.176	8.437	8.365	8.218
unassigned_transcript_1116	SAUSA300_RS05630	1616.98	1616.757	1617.627	1615.919	1619.554	1619.255	1618.836	1619.42	1619.443	1619.594	1619.571	1619.138	1617.151	1616.922	1617.766	1617.319	1616.617	1617.356	1615.583	1616.549	1618.224	1617.802	1617.499	1617.725	1617.825	1618.523	1617.757	1617.461	1580.827	1581.454	1580.378	1579.747
unassigned_transcript_1117	SAUSA300_RS05635	449.98	449.757	450.627	448.919	452.554	452.255	451.836	452.42	452.443	452.594	452.571	452.138	450.151	449.922	450.766	450.319	449.617	450.356	448.583	449.549	451.224	450.802	450.499	450.725	450.825	451.523	450.757	450.461	413.827	414.454	413.378	412.747
unassigned_transcript_1118	SAUSA300_RS05640	1601.98	1601.757	1602.627	1600.919	1604.554	1604.255	1603.836	1604.42	1604.443	1604.594	1604.571	1604.138	1602.151	1601.922	1602.766	1602.319	1601.617	1602.356	1600.583	1601.549	1603.224	1602.802	1602.499	1602.725	1602.825	1603.523	1602.757	1602.461	1565.827	1566.454	1565.378	1564.747
unassigned_transcript_1119	SAUSA300_RS05645	650.98	650.757	651.627	649.919	653.554	653.255	652.836	653.42	653.443	653.594	653.571	653.138	651.151	650.922	651.766	651.319	650.617	651.356	649.583	650.549	652.224	651.802	651.499	651.725	651.825	652.523	651.757	651.461	614.827	615.454	614.378	613.747
unassigned_transcript_1120	SAUSA300_RS05650	635.98	635.757	636.627	634.919	638.554	638.255	637.836	638.42	638.443	638.594	638.571	638.138	636.151	635.922	636.766	636.319	635.617	636.356	634.583	635.549	637.224	636.802	636.499	636.725	636.825	637.523	636.757	636.461	599.827	600.454	599.378	598.747
unassigned_transcript_1121	SAUSA300_RS05655	422.98	422.757	423.627	421.919	425.554	425.255	424.836	425.42	425.443	425.594	425.571	425.138	423.151	422.922	423.766	423.319	422.617	423.356	421.583	422.549	424.224	423.802	423.499	423.725	423.825	424.523	423.757	423.461	386.827	387.454	386.378	385.747
unassigned_transcript_1122	SAUSA300_RS05660	338.98	338.757	339.627	337.919	341.554	341.255	340.836	341.42	341.443	341.594	341.571	341.139	339.151	338.922	339.766	339.319	338.617	339.356	337.583	338.549	340.224	339.802	339.499	339.725	339.825	340.523	339.757	339.461	302.827	303.454	302.378	301.747
unassigned_transcript_1123	SAUSA300_RS05665	37.789	37.667	37.843	37.572	39.308	39.107	39.226	39.268	39.279	39.373	39.218	39.248	35.478	35.324	35.575	35.348	37.764	37.961	37.657	37.886	37.973	37.835	37.883	37.801	37.919	38.002	37.904	37.948	29.604	29.667	29.572	29.637
unassigned_transcript_1124	SAUSA300_RS05670	167.44	167.139	167.815	166.632	170.855	170.56	170.419	170.864	170.943	171.07	170.968	170.66	167.903	167.649	168.229	167.848	167.549	167.95	166.771	167.315	169.711	169.465	169.054	169.42	169.492	169.856	169.418	169.183	140.056	140.223	139.898	139.651
unassigned_transcript_1125	SAUSA300_RS05675	9.351	9.285	9.373	9.381	9.091	8.784	8.958	8.831	9.11	8.973	8.982	8.942	9.672	9.507	9.785	9.476	8.681	8.901	8.811	8.921	8.928	9.059	8.87	8.828	9.306	8.758	8.987	8.894	7.893	8.455	8.136	8.117
unassigned_transcript_1126	SAUSA300_RS05680	237.426	237.146	237.973	236.38	240.341	240.016	239.742	240.221	240.257	240.445	240.387	240.072	237.862	237.59	238.352	237.963	237.2	237.813	236.252	237.064	239.056	238.75	238.439	238.625	238.738	239.348	238.736	238.434	204.418	204.804	204.186	203.734
unassigned_transcript_1127	SAUSA300_RS05685	341.98	341.757	342.627	340.919	344.554	344.255	343.836	344.42	344.443	344.594	344.571	344.138	342.151	341.922	342.766	342.319	341.617	342.356	340.583	341.549	343.224	342.802	342.499	342.725	342.825	343.523	342.757	342.461	305.827	306.454	305.378	304.747
unassigned_transcript_1128	SAUSA300_RS05690	332.985	332.761	333.627	331.922	335.557	335.268	334.839	335.427	335.447	335.602	335.575	335.146	333.153	332.926	333.769	333.32	332.618	333.358	331.587	332.55	334.228	333.808	333.506	333.728	333.836	334.528	333.766	333.468	296.852	297.476	296.415	295.782
unassigned_transcript_1129	SAUSA300_RS05695	187.528	187.233	187.955	186.647	190.789	190.523	190.266	190.754	190.845	190.94	190.876	190.545	188.073	187.773	188.436	188.007	187.508	187.97	186.695	187.312	189.607	189.37	188.967	189.257	189.334	189.801	189.312	189.02	158.185	158.375	158.044	157.603
unassigned_transcript_1130	SAUSA300_RS05705	48.624	48.417	48.645	48.315	50.889	50.728	50.721	50.845	50.926	51.009	50.767	50.9	46.653	46.458	46.757	46.542	48.971	49.152	48.731	49.023	49.382	49.239	49.263	49.245	49.358	49.472	49.298	49.417	38.539	38.714	38.644	38.644
unassigned_transcript_1131	SAUSA300_RS05715	82.864	82.768	83.049	82.509	86.614	86.275	86.324	86.428	86.593	86.722	86.426	86.463	82.022	81.724	82.18	81.918	83.479	83.675	83.095	83.375	84.939	84.77	84.623	84.692	84.864	84.932	84.766	84.768	66.969	67.163	67.129	66.99
unassigned_transcript_1132	SAUSA300_RS05720	794.98	794.757	795.627	793.919	797.554	797.255	796.836	797.42	797.443	797.594	797.571	797.138	795.151	794.922	795.766	795.319	794.617	795.356	793.583	794.549	796.224	795.802	795.499	795.725	795.825	796.523	795.757	795.461	758.827	759.454	758.378	757.747
unassigned_transcript_1133	SAUSA300_RS05725	26.742	26.697	26.806	26.592	27.195	27.022	27.112	27.129	27.25	27.309	27.158	27.172	24.37	24.27	24.45	24.301	26.387	26.431	26.276	26.475	26.258	26.206	26.217	26.126	26.174	26.272	26.136	26.272	20.459	20.575	20.374	20.501
unassigned_transcript_1134	SAUSA300_RS05730	75.91	75.85	76.073	75.585	79.49	79.156	79.161	79.249	79.473	79.593	79.263	79.321	74.833	74.587	74.98	74.751	76.558	76.755	76.205	76.417	77.806	77.68	77.504	77.584	77.785	77.823	77.647	77.701	61.126	61.347	61.316	61.191
unassigned_transcript_1135	SAUSA300_RS05740	551.98	551.757	552.627	550.919	554.554	554.255	553.836	554.42	554.443	554.594	554.571	554.138	552.151	551.922	552.766	552.319	551.617	552.356	550.583	551.549	553.224	552.802	552.499	552.725	552.825	553.523	552.757	552.461	515.827	516.454	515.378	514.747
unassigned_transcript_1136	SAUSA300_RS05745	560.98	560.757	561.627	559.919	563.554	563.255	562.836	563.42	563.443	563.594	563.571	563.138	561.151	560.922	561.766	561.319	560.617	561.356	559.583	560.549	562.224	561.802	561.499	561.725	561.825	562.523	561.757	561.461	524.827	525.454	524.378	523.747
unassigned_transcript_1137	SAUSA300_RS05750	560.98	560.757	561.627	559.919	563.554	563.255	562.836	563.42	563.443	563.594	563.571	563.138	561.151	560.922	561.766	561.319	560.617	561.356	559.583	560.549	562.224	561.802	561.499	561.725	561.825	562.523	561.757	561.461	524.827	525.454	524.378	523.747
unassigned_transcript_1138	SAUSA300_RS05755	836.98	836.757	837.627	835.919	839.554	839.255	838.836	839.42	839.443	839.594	839.571	839.138	837.151	836.922	837.766	837.319	836.617	837.356	835.583	836.549	838.224	837.802	837.499	837.725	837.825	838.523	837.757	837.461	800.827	801.454	800.378	799.747
unassigned_transcript_1139	SAUSA300_RS05760	767.98	767.757	768.627	766.919	770.554	770.255	769.836	770.42	770.443	770.594	770.571	770.138	768.151	767.922	768.766	768.319	767.617	768.356	766.583	767.549	769.224	768.802	768.499	768.725	768.825	769.523	768.757	768.461	731.827	732.454	731.378	730.747
unassigned_transcript_1140	SAUSA300_RS05765	1391.98	1391.757	1392.627	1390.919	1394.554	1394.255	1393.836	1394.42	1394.443	1394.594	1394.571	1394.138	1392.151	1391.922	1392.766	1392.319	1391.617	1392.356	1390.583	1391.549	1393.224	1392.802	1392.499	1392.725	1392.825	1393.523	1392.757	1392.461	1355.827	1356.454	1355.378	1354.747
unassigned_transcript_1141	SAUSA300_RS05770	78.208	78.13	78.381	77.862	81.83	81.504	81.525	81.636	81.827	81.949	81.626	81.683	77.197	76.933	77.346	77.099	78.845	79.024	78.47	78.696	80.145	80.018	79.852	79.928	80.137	80.162	80.002	80.024	63.03	63.239	63.209	63.103
unassigned_transcript_1142	SAUSA300_RS05775	782.98	782.757	783.627	781.919	785.554	785.255	784.836	785.42	785.443	785.594	785.571	785.138	783.151	782.922	783.766	783.319	782.617	783.356	781.583	782.549	784.224	783.802	783.499	783.725	783.825	784.523	783.757	783.461	746.827	747.454	746.378	745.747
unassigned_transcript_1143	SAUSA300_RS05780	50.54	50.348	50.579	50.241	52.971	52.787	52.779	52.905	52.992	53.086	52.816	52.979	48.624	48.446	48.734	48.512	50.93	51.108	50.688	50.983	51.416	51.285	51.276	51.272	51.403	51.506	51.307	51.427	40.151	40.322	40.286	40.212
unassigned_transcript_1144	SAUSA300_RS05785	7.008	7.024	7.076	6.923	9.28	8.223	8.268	7.946	8.761	8.223	8.301	7.943	8.203	7.945	8.171	8.125	6.776	7.178	7.471	7.061	7.398	7.177	7.604	7.189	7.724	7.538	7.705	6.951	6.414	7.443	6.628	6.103
unassigned_transcript_1145	SAUSA300_RS05790	21.373	21.371	21.494	21.302	21.529	21.405	21.435	21.501	21.556	21.576	21.442	21.486	19.197	19.121	19.225	19.154	20.743	20.848	20.688	20.877	20.612	20.581	20.538	20.422	20.609	20.634	20.442	20.528	16.165	16.203	16.111	16.148
unassigned_transcript_1146	SAUSA300_RS05795	21.373	21.371	21.494	21.302	21.529	21.405	21.435	21.501	21.556	21.576	21.442	21.486	19.197	19.121	19.225	19.154	20.743	20.848	20.688	20.877	20.612	20.581	20.538	20.422	20.609	20.634	20.442	20.528	16.165	16.203	16.111	16.148
unassigned_transcript_1147	SAUSA300_RS05800	530.98	530.757	531.627	529.919	533.554	533.255	532.836	533.42	533.443	533.594	533.571	533.138	531.151	530.922	531.766	531.319	530.617	531.356	529.583	530.549	532.224	531.802	531.499	531.725	531.825	532.523	531.757	531.461	494.827	495.454	494.378	493.747
unassigned_transcript_1148	SAUSA300_RS05805	276.12	275.865	276.717	275.06	278.831	278.584	278.184	278.711	278.704	278.913	278.88	278.536	276.399	276.174	276.978	276.559	275.806	276.493	274.793	275.699	277.501	277.156	276.86	277.062	277.178	277.848	277.118	276.827	241.365	241.84	241.052	240.488
unassigned_transcript_1149	SAUSA300_RS05810	1448.98	1448.757	1449.627	1447.919	1451.554	1451.255	1450.836	1451.42	1451.443	1451.594	1451.571	1451.138	1449.151	1448.922	1449.766	1449.319	1448.617	1449.356	1447.583	1448.549	1450.224	1449.802	1449.499	1449.725	1449.825	1450.523	1449.757	1449.461	1412.827	1413.454	1412.378	1411.747
unassigned_transcript_1150	SAUSA300_RS05815	267.162	266.901	267.753	266.102	269.913	269.648	269.266	269.797	269.791	269.991	269.966	269.628	267.509	267.24	268.05	267.614	266.877	267.544	265.859	266.756	268.586	268.236	267.964	268.157	268.276	268.92	268.229	267.943	232.741	233.198	232.45	231.882
unassigned_transcript_1151	SAUSA300_RS05820	770.98	770.757	771.627	769.919	773.554	773.255	772.836	773.42	773.443	773.594	773.571	773.138	771.151	770.922	771.766	771.319	770.617	771.356	769.583	770.549	772.224	771.802	771.499	771.725	771.825	772.523	771.757	771.461	734.827	735.454	734.378	733.747
unassigned_transcript_1152	SAUSA300_RS05825	237.426	237.146	237.973	236.38	240.341	240.016	239.742	240.221	240.257	240.445	240.387	240.072	237.862	237.59	238.352	237.963	237.2	237.813	236.252	237.064	239.056	238.75	238.439	238.625	238.738	239.348	238.736	238.434	204.418	204.804	204.186	203.734
unassigned_transcript_1153	SAUSA300_RS05830	2069.98	2069.757	2070.627	2068.919	2072.554	2072.255	2071.836	2072.42	2072.443	2072.594	2072.571	2072.138	2070.151	2069.922	2070.766	2070.319	2069.617	2070.356	2068.583	2069.549	2071.224	2070.802	2070.499	2070.725	2070.825	2071.523	2070.757	2070.461	2033.827	2034.454	2033.378	2032.747
unassigned_transcript_1154	SAUSA300_RS05835	800.98	800.757	801.627	799.919	803.554	803.255	802.836	803.42	803.443	803.594	803.571	803.138	801.151	800.922	801.766	801.319	800.617	801.356	799.583	800.549	802.224	801.802	801.499	801.725	801.825	802.523	801.757	801.461	764.827	765.454	764.378	763.747
unassigned_transcript_1155	SAUSA300_RS05840	1184.98	1184.757	1185.627	1183.919	1187.554	1187.255	1186.836	1187.42	1187.443	1187.594	1187.571	1187.138	1185.151	1184.922	1185.766	1185.319	1184.617	1185.356	1183.583	1184.549	1186.224	1185.802	1185.499	1185.725	1185.825	1186.523	1185.757	1185.461	1148.827	1149.454	1148.378	1147.747
