tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
NM_003078.3	SMARCD3	1556.131	1558.735	1556.468	1548.313	1556.115	1544.938	1557.406	1555.816	1555.927	1555.368	1555.185	1546.681	1551.397	1535.871	1553.23	1556.141
NM_016118.3	NUB1	2952.131	2954.735	2952.468	2944.313	2952.115	2940.938	2953.406	2951.816	2951.927	2951.368	2951.185	2942.681	2947.397	2931.871	2949.23	2952.141
XR_017935.3	LOC401433	3219.131	3221.735	3219.468	3211.313	3219.115	3207.938	3220.406	3218.816	3218.927	3218.368	3218.185	3209.681	3214.397	3198.871	3216.23	3219.141
NM_198285.2	WDR86	1886.131	1888.735	1886.468	1878.313	1886.115	1874.938	1887.406	1885.816	1885.927	1885.368	1885.185	1876.681	1881.397	1865.871	1883.23	1886.141
XR_078375.1	LOC100131176	442.254	444.845	442.563	434.442	442.222	431.179	443.51	441.928	442.108	441.507	441.301	432.813	437.631	422.696	439.492	442.388
NM_144727.1	CRYGN	568.191	570.789	568.515	560.368	568.181	557.023	569.468	567.872	568.003	567.436	567.24	558.763	563.489	548.132	565.347	568.263
NM_005614.3	RHEB	1920.131	1922.735	1920.468	1912.313	1920.115	1908.938	1921.406	1919.816	1919.927	1919.368	1919.185	1910.681	1915.397	1899.871	1917.23	1920.141
NM_024429.1	PRKAG2	2078.131	2080.735	2078.468	2070.313	2078.115	2066.938	2079.406	2077.816	2077.927	2077.368	2077.185	2068.681	2073.397	2057.871	2075.23	2078.141
NM_001040633.1	PRKAG2	2984.131	2986.735	2984.468	2976.313	2984.115	2972.938	2985.406	2983.816	2983.927	2983.368	2983.185	2974.681	2979.397	2963.871	2981.23	2984.141
NM_016203.3	PRKAG2	3253.131	3255.735	3253.468	3245.313	3253.115	3241.938	3254.406	3252.816	3252.927	3252.368	3252.185	3243.681	3248.397	3232.871	3250.23	3253.141
XR_078376.1	LOC644090	452.241	454.836	452.556	444.434	452.213	441.158	453.504	451.92	452.092	451.501	451.295	442.809	447.613	432.623	449.474	452.373
NM_145292.2	GALNTL5	1526.131	1528.735	1526.468	1518.313	1526.115	1514.938	1527.406	1525.816	1525.927	1525.368	1525.185	1516.681	1521.397	1505.871	1523.23	1526.141
NM_022087.2	GALNT11	2567.131	2569.735	2567.468	2559.313	2567.115	2555.938	2568.406	2566.816	2566.927	2566.368	2566.185	2557.681	2562.397	2546.871	2564.23	2567.141
XM_001715210.1	LOC731075	925.131	927.735	925.468	917.313	925.115	913.938	926.406	924.816	924.927	924.368	924.185	915.681	920.397	904.871	922.23	925.141
NM_170606.2	MLL3	16707.131	16709.735	16707.468	16699.313	16707.115	16695.938	16708.406	16706.816	16706.927	16706.368	16706.185	16697.681	16702.397	16686.871	16704.23	16707.141
NR_002935.1	FABP5L3	701.167	703.77	701.504	693.346	701.168	689.988	702.448	700.854	700.968	700.406	700.215	691.731	696.452	680.964	698.295	701.204
NM_001029866.2	CCT8L1	1876.131	1878.735	1876.468	1868.313	1876.115	1864.938	1877.406	1875.816	1875.927	1875.368	1875.185	1866.681	1871.397	1855.871	1873.23	1876.141
XR_079498.1	LOC100128822	1630.131	1632.735	1630.468	1622.313	1630.115	1618.938	1631.406	1629.816	1629.927	1629.368	1629.185	1620.681	1625.397	1609.871	1627.23	1630.141
NM_005431.1	XRCC2	2918.131	2920.735	2918.468	2910.313	2918.115	2906.938	2919.406	2917.816	2917.927	2917.368	2917.185	2908.681	2913.397	2897.871	2915.23	2918.141
NM_020445.4	ACTR3B	2044.131	2046.735	2044.468	2036.313	2044.115	2032.938	2045.406	2043.816	2043.927	2043.368	2043.185	2034.681	2039.397	2023.871	2041.23	2044.141
NM_001040135.1	ACTR3B	1834.131	1836.735	1834.468	1826.313	1834.115	1822.938	1835.406	1833.816	1833.927	1833.368	1833.185	1824.681	1829.397	1813.871	1831.23	1834.141
XM_002342789.1	LOC100288889	162.119	163.926	162.248	156.263	160.753	153.604	162.422	161.736	162.644	161.427	161.078	153.872	159.391	150.483	160.912	163.096
XM_001721136.1	LOC100130228	251.512	253.807	251.706	244.267	250.954	241.261	252.323	251.076	251.527	250.708	250.432	242.24	247.705	235.397	249.398	252.058
NM_001039350.1	DPP6	660.17	662.777	660.508	652.351	660.173	649	661.459	659.86	659.977	659.422	659.227	650.743	655.462	639.992	657.309	660.215
NM_130797.2	DPP6	631.173	633.782	631.509	623.357	631.176	620.004	632.461	630.863	630.988	630.429	630.233	621.75	626.473	611.02	628.318	631.232
NM_001936.3	DPP6	549.194	551.792	549.521	541.375	549.182	538.029	550.469	548.877	549.009	548.442	548.244	539.765	544.495	529.17	546.352	549.274
NM_001039350.1_1	DPP6_1	3752.131	3754.735	3752.468	3744.313	3752.115	3740.938	3753.406	3751.816	3751.927	3751.368	3751.185	3742.681	3747.397	3731.871	3749.23	3752.141
NM_130797.2_1	DPP6_1	3621.131	3623.735	3621.468	3613.313	3621.115	3609.938	3622.406	3620.816	3620.927	3620.368	3620.185	3611.681	3616.397	3600.871	3618.23	3621.141
NM_001936.3_1	DPP6_1	3621.131	3623.735	3621.468	3613.313	3621.115	3609.938	3622.406	3620.816	3620.927	3620.368	3620.185	3611.681	3616.397	3600.871	3618.23	3621.141
NR_024477.1	LOC100132707	1106.131	1108.735	1106.468	1098.313	1106.115	1094.938	1107.406	1105.816	1105.927	1105.368	1105.185	1096.681	1101.397	1085.871	1103.23	1106.141
NR_024476.1	LOC100132707	1559.131	1561.735	1559.468	1551.313	1559.115	1547.938	1560.406	1558.816	1558.927	1558.368	1558.185	1549.681	1554.397	1538.871	1556.23	1559.141
NM_007349.3	PAXIP1	3557.131	3559.735	3557.468	3549.313	3557.115	3545.938	3558.406	3556.816	3556.927	3556.368	3556.185	3547.681	3552.397	3536.871	3554.23	3557.141
XM_001715403.1	LOC202781	2033.131	2035.735	2033.468	2025.313	2033.115	2021.938	2034.406	2032.816	2032.927	2032.368	2032.185	2023.681	2028.397	2012.871	2030.23	2033.141
XR_079499.1	LOC100128264	1395.131	1397.735	1395.468	1387.313	1395.115	1383.938	1396.406	1394.816	1394.927	1394.368	1394.185	1385.681	1390.397	1374.871	1392.23	1395.141
NM_024012.2	HTR5A	2245.131	2247.735	2245.468	2237.313	2245.115	2233.938	2246.406	2244.816	2244.927	2244.368	2244.185	2235.681	2240.397	2224.871	2242.23	2245.141
XM_002342808.1	LOC100287210	794.163	796.767	794.49	786.337	794.159	782.981	795.439	793.851	793.961	793.399	793.208	784.719	789.43	773.925	791.283	794.183
XM_001715445.2	LOC100129810	819.163	821.766	819.488	811.334	819.155	807.981	820.435	818.851	818.959	818.396	818.207	809.712	814.429	798.921	816.273	819.176
NM_198336.1	INSIG1	2869.131	2871.735	2869.468	2861.313	2869.115	2857.938	2870.406	2868.816	2868.927	2868.368	2868.185	2859.681	2864.397	2848.871	2866.23	2869.141
NM_005542.3	INSIG1	2798.131	2800.735	2798.468	2790.313	2798.115	2786.938	2799.406	2797.816	2797.927	2797.368	2797.185	2788.681	2793.397	2777.871	2795.23	2798.141
NM_198337.1	INSIG1	2506.131	2508.735	2506.468	2498.313	2506.115	2494.938	2507.406	2505.816	2505.927	2505.368	2505.185	2496.681	2501.397	2485.871	2503.23	2506.141
XM_002342807.1	LOC100286906	423.288	425.861	423.585	415.48	423.229	412.222	424.528	422.945	423.126	422.529	422.324	413.829	418.681	403.863	420.548	423.432
NM_001427.3	EN2	3240.131	3242.735	3240.468	3232.313	3240.115	3228.938	3241.406	3239.816	3239.927	3239.368	3239.185	3230.681	3235.397	3219.871	3237.23	3240.141
NM_001103176.1	CNPY1	2079.131	2081.735	2079.468	2071.313	2079.115	2067.938	2080.406	2078.816	2078.927	2078.368	2078.185	2069.681	2074.397	2058.871	2076.23	2079.141
NM_053043.2	RBM33	10170.131	10172.735	10170.468	10162.313	10170.115	10158.938	10171.406	10169.816	10169.927	10169.368	10169.185	10160.681	10165.397	10149.871	10167.23	10170.141
NM_000193.2	SHH	1421.131	1423.735	1421.468	1413.313	1421.115	1409.938	1422.406	1420.816	1420.927	1420.368	1420.185	1411.681	1416.397	1400.871	1418.23	1421.141
XR_078382.1	LOC389602	1313.131	1315.735	1313.468	1305.313	1313.115	1301.938	1314.406	1312.816	1312.927	1312.368	1312.185	1303.681	1308.397	1292.871	1310.23	1313.141
XR_016902.2	LOC393076	1614.131	1616.735	1614.468	1606.313	1614.115	1602.938	1615.406	1613.816	1613.927	1613.368	1613.185	1604.681	1609.397	1593.871	1611.23	1614.141
NR_024119.1	C7orf4	456.238	458.833	456.554	448.427	456.211	445.142	457.5	455.916	456.088	455.495	455.292	446.805	451.602	436.597	453.465	456.367
NR_026865.1	C7orf13	2134.131	2136.735	2134.468	2126.313	2134.115	2122.938	2135.406	2133.816	2133.927	2133.368	2133.185	2124.681	2129.397	2113.871	2131.23	2134.141
NM_030936.2	RNF32	1591.131	1593.735	1591.468	1583.313	1591.115	1579.938	1592.406	1590.816	1590.927	1590.368	1590.185	1581.681	1586.397	1570.871	1588.23	1591.141
NM_022458.3	LMBR1	4735.131	4737.735	4735.468	4727.313	4735.115	4723.938	4736.406	4734.816	4734.927	4734.368	4734.185	4725.681	4730.397	4714.871	4732.23	4735.141
NM_138400.1	NOM1	5922.131	5924.735	5922.468	5914.313	5922.115	5910.938	5923.406	5921.816	5921.927	5921.368	5921.185	5912.681	5917.397	5901.871	5919.23	5922.141
NM_005515.3	MNX1	2021.131	2023.735	2021.468	2013.313	2021.115	2009.938	2022.406	2020.816	2020.927	2020.368	2020.185	2011.681	2016.397	2000.871	2018.23	2021.141
XM_928291.3	LOC645249	1250.131	1252.735	1250.468	1242.313	1250.115	1238.938	1251.406	1249.816	1249.927	1249.368	1249.185	1240.681	1245.397	1229.871	1247.23	1250.141
NM_014671.2	UBE3C	5026.131	5028.735	5026.468	5018.313	5026.115	5014.938	5027.406	5025.816	5025.927	5025.368	5025.185	5016.681	5021.397	5005.871	5023.23	5026.141
NM_005494.2	DNAJB6	1404.131	1406.735	1404.468	1396.313	1404.115	1392.938	1405.406	1403.816	1403.927	1403.368	1403.185	1394.681	1399.397	1383.871	1401.23	1404.141
NM_058246.3	DNAJB6	2321.131	2323.735	2321.468	2313.313	2321.115	2309.938	2322.406	2320.816	2320.927	2320.368	2320.185	2311.681	2316.397	2300.871	2318.23	2321.141
XR_078383.1	LOC393078	2221.131	2223.735	2221.468	2213.313	2221.115	2209.938	2222.406	2220.816	2220.927	2220.368	2220.185	2211.681	2216.397	2200.871	2218.23	2221.141
NM_130842.2	PTPRN2	4621.131	4623.735	4621.468	4613.313	4621.115	4609.938	4622.406	4620.816	4620.927	4620.368	4620.185	4611.681	4616.397	4600.871	4618.23	4621.141
NM_130843.2	PTPRN2	4585.131	4587.735	4585.468	4577.313	4585.115	4573.938	4586.406	4584.816	4584.927	4584.368	4584.185	4575.681	4580.397	4564.871	4582.23	4585.141
NM_002847.3	PTPRN2	4672.131	4674.735	4672.468	4664.313	4672.115	4660.938	4673.406	4671.816	4671.927	4671.368	4671.185	4662.681	4667.397	4651.871	4669.23	4672.141
XM_001721836.1	LOC100131172	394.343	396.895	394.631	386.559	394.253	383.323	395.559	393.997	394.193	393.581	393.368	384.874	389.783	375.183	391.638	394.517
NM_017760.5	NCAPG2	3777.131	3779.735	3777.468	3769.313	3777.115	3765.938	3778.406	3776.816	3776.927	3776.368	3776.185	3767.681	3772.397	3756.871	3774.23	3777.141
NM_020728.2	FAM62B	5802.131	5804.735	5802.468	5794.313	5802.115	5790.938	5803.406	5801.816	5801.927	5801.368	5801.185	5792.681	5797.397	5781.871	5799.23	5802.141
NM_018051.4	WDR60	3617.131	3619.735	3617.468	3609.313	3617.115	3605.938	3618.406	3616.816	3616.927	3616.368	3616.185	3607.681	3612.397	3596.871	3614.23	3617.141
NR_024394.1	LOC154822	3858.131	3860.735	3858.468	3850.313	3858.115	3846.938	3859.406	3857.816	3857.927	3857.368	3857.185	3848.681	3853.397	3837.871	3855.23	3858.141
NM_003382.4	VIPR2	3789.131	3791.735	3789.468	3781.313	3789.115	3777.938	3790.406	3788.816	3788.927	3788.368	3788.185	3779.681	3784.397	3768.871	3786.23	3789.141
XR_017038.3	LOC645534	1173.131	1175.735	1173.468	1165.313	1173.115	1161.938	1174.406	1172.816	1172.927	1172.368	1172.185	1163.681	1168.397	1152.871	1170.23	1173.141
XR_078737.1	LOC645561	708.166	710.77	708.5	700.345	708.168	696.988	709.446	707.853	707.968	707.405	707.213	698.729	703.45	687.956	705.295	708.199
XM_001132428.3	LOC728836	4009.131	4011.735	4009.468	4001.313	4009.115	3997.938	4010.406	4008.816	4008.927	4008.368	4008.185	3999.681	4004.397	3988.871	4006.23	4009.141
NM_001005504.1	OR4F21	784.163	786.767	784.49	776.339	784.159	772.982	785.441	783.851	783.963	783.399	783.21	774.724	779.435	763.927	781.284	784.184
XM_001719498.2	LOC100132317	412.307	414.87	412.6	404.505	412.242	401.252	413.54	411.961	412.141	411.544	411.341	402.838	407.718	392.959	409.575	412.457
NR_003572.2	RPL23AP53	5634.131	5636.735	5634.468	5626.313	5634.115	5622.938	5635.406	5633.816	5633.927	5633.368	5633.185	5624.681	5629.397	5613.871	5631.23	5634.141
NM_173539.2	ZNF596	2625.131	2627.735	2625.468	2617.313	2625.115	2613.938	2626.406	2624.816	2624.927	2624.368	2624.185	2615.681	2620.397	2604.871	2622.23	2625.141
NM_001042416.1	ZNF596	2720.131	2722.735	2720.468	2712.313	2720.115	2708.938	2721.406	2719.816	2719.927	2719.368	2719.185	2710.681	2715.397	2699.871	2717.23	2720.141
NM_001042415.1	ZNF596	2650.131	2652.735	2650.468	2642.313	2650.115	2638.938	2651.406	2649.816	2649.927	2649.368	2649.185	2640.681	2645.397	2629.871	2647.23	2650.141
XM_002342812.1	LOC100289630	397.338	399.889	397.623	389.546	397.252	386.313	398.558	396.992	397.184	396.576	396.362	387.87	392.772	378.146	394.626	397.503
XR_078384.1	FAM87A	1674.131	1676.735	1674.468	1666.313	1674.115	1662.938	1675.406	1673.816	1673.927	1673.368	1673.185	1664.681	1669.397	1653.871	1671.23	1674.141
XM_002342809.1	LOC100288862	464.227	466.829	464.549	456.419	464.21	453.126	465.492	463.91	464.074	463.49	463.284	454.801	459.589	444.552	461.449	464.359
NM_183421.1	FBXO25	2287.131	2289.735	2287.468	2279.313	2287.115	2275.938	2288.406	2286.816	2286.927	2286.368	2286.185	2277.681	2282.397	2266.871	2284.23	2287.141
NM_183420.1	FBXO25	2260.131	2262.735	2260.468	2252.313	2260.115	2248.938	2261.406	2259.816	2259.927	2259.368	2259.185	2250.681	2255.397	2239.871	2257.23	2260.141
NM_012173.3	FBXO25	2210.131	2212.735	2210.468	2202.313	2210.115	2198.938	2211.406	2209.816	2209.927	2209.368	2209.185	2200.681	2205.397	2189.871	2207.23	2210.141
NM_175075.3	C8orf42	1730.131	1732.735	1730.468	1722.313	1730.115	1718.938	1731.406	1729.816	1729.927	1729.368	1729.185	1720.681	1725.397	1709.871	1727.23	1730.141
XR_041325.1	LOC389607	1111.131	1113.735	1111.468	1103.313	1111.115	1099.938	1112.406	1110.816	1110.927	1110.368	1110.185	1101.681	1106.397	1090.871	1108.23	1111.141
NM_207332.1	ERICH1	1645.131	1647.735	1645.468	1637.313	1645.115	1633.938	1646.406	1644.816	1644.927	1644.368	1644.185	1635.681	1640.397	1624.871	1642.23	1645.141
XR_040279.2	LOC401442	1672.131	1674.735	1672.468	1664.313	1672.115	1660.938	1673.406	1671.816	1671.927	1671.368	1671.185	1662.681	1667.397	1651.871	1669.23	1672.141
NM_004745.3	DLGAP2	9940.131	9942.735	9940.468	9932.313	9940.115	9928.938	9941.406	9939.816	9939.927	9939.368	9939.185	9930.681	9935.397	9919.871	9937.23	9940.141
NM_018941.3	CLN8	7014.131	7016.735	7014.468	7006.313	7014.115	7002.938	7015.406	7013.816	7013.927	7013.368	7013.185	7004.681	7009.397	6993.871	7011.23	7014.141
NM_014629.2	ARHGEF10	5436.131	5438.735	5436.468	5428.313	5436.115	5424.938	5437.406	5435.816	5435.927	5435.368	5435.185	5426.681	5431.397	5415.871	5433.23	5436.141
NM_014867.2	KBTBD11	6562.131	6564.735	6562.468	6554.313	6562.115	6550.938	6563.406	6561.816	6561.927	6561.368	6561.185	6552.681	6557.397	6541.871	6559.23	6562.141
NM_003970.2	MYOM2	4856.131	4858.735	4856.468	4848.313	4856.115	4844.938	4857.406	4855.816	4855.927	4855.368	4855.185	4846.681	4851.397	4835.871	4853.23	4856.141
XM_002342813.1	LOC100286951	919.131	921.735	919.468	911.313	919.115	907.938	920.406	918.816	918.927	918.368	918.185	909.681	914.397	898.871	916.23	919.141
NM_033225.4	CSMD1	14165.131	14167.735	14165.468	14157.313	14165.115	14153.938	14166.406	14164.816	14164.927	14164.368	14164.185	14155.681	14160.397	14144.871	14162.23	14165.141
XM_002342810.1	LOC100288956	1364.131	1366.735	1364.468	1356.313	1364.115	1352.938	1365.406	1363.816	1363.927	1363.368	1363.185	1354.681	1359.397	1343.871	1361.23	1364.141
XM_002342814.1	LOC100287015	1165.131	1167.735	1165.468	1157.313	1165.115	1153.938	1166.406	1164.816	1164.927	1164.368	1164.185	1155.681	1160.397	1144.871	1162.23	1165.141
NM_024596.2	MCPH1	7877.131	7879.735	7877.468	7869.313	7877.115	7865.938	7878.406	7876.816	7876.927	7876.368	7876.185	7867.681	7872.397	7856.871	7874.23	7877.141
NM_001118888.1	ANGPT2	4959.131	4961.735	4959.468	4951.313	4959.115	4947.938	4960.406	4958.816	4958.927	4958.368	4958.185	4949.681	4954.397	4938.871	4956.23	4959.141
NM_001118887.1	ANGPT2	5112.131	5114.735	5112.468	5104.313	5112.115	5100.938	5113.406	5111.816	5111.927	5111.368	5111.185	5102.681	5107.397	5091.871	5109.23	5112.141
NM_001147.2	ANGPT2	5115.131	5117.735	5115.468	5107.313	5115.115	5103.938	5116.406	5114.816	5114.927	5114.368	5114.185	5105.681	5110.397	5094.871	5112.23	5115.141
NM_018361.3	AGPAT5	5367.131	5369.735	5367.468	5359.313	5367.115	5355.938	5368.406	5366.816	5366.927	5366.368	5366.185	5357.681	5362.397	5346.871	5364.23	5367.141
NM_207411.3	XKR5	4610.131	4612.735	4610.468	4602.313	4610.115	4598.938	4611.406	4609.816	4609.927	4609.368	4609.185	4600.681	4605.397	4589.871	4607.23	4610.141
NM_005218.3	DEFB1	308.762	311.205	308.989	301.131	308.463	298.012	309.799	308.38	308.652	307.956	307.718	299.325	304.5	290.964	306.295	309.042
NM_001926.2	DEFA6	310.749	313.194	310.975	303.107	310.453	299.983	311.786	310.368	310.637	309.941	309.705	301.307	306.475	292.901	308.272	311.019
NM_001925.1	DEFA4	387.364	389.909	387.652	379.582	387.263	376.354	388.568	387.015	387.212	386.598	386.385	377.895	382.817	368.262	384.669	387.543
NM_004084.2	DEFA1	331.617	334.088	331.855	323.896	331.37	320.737	332.685	331.23	331.475	330.804	330.596	322.144	327.241	313.331	329.036	331.84
NM_001042500.1	LOC728358	343.54	346.034	343.802	335.812	343.343	332.639	344.646	343.168	343.393	342.746	342.531	334.064	339.128	325.061	340.935	343.744
XM_002342815.1	LOC100287083	156.535	158.311	156.671	150.818	155.131	148.18	156.795	156.176	157.11	155.855	155.499	148.409	153.899	145.254	155.416	157.546
NM_005217.2	DEFA3	332.611	335.083	332.849	324.89	332.368	321.727	333.681	332.225	332.467	331.798	331.591	323.135	328.232	314.306	330.027	332.828
NM_021010.1	DEFA5	294.894	297.305	295.11	287.325	294.542	284.224	295.894	294.504	294.792	294.087	293.842	285.478	290.722	277.447	292.495	295.217
XM_001720488.2	LOC729261	1869.131	1871.735	1869.468	1861.313	1869.115	1857.938	1870.406	1868.816	1868.927	1868.368	1868.185	1859.681	1864.397	1848.871	1866.23	1869.141
XM_001726945.2	FAM90A15	2219.131	2221.735	2219.468	2211.313	2219.115	2207.938	2220.406	2218.816	2218.927	2218.368	2218.185	2209.681	2214.397	2198.871	2216.23	2219.141
NR_027000.1	LOC349196	2719.131	2721.735	2719.468	2711.313	2719.115	2707.938	2720.406	2718.816	2718.927	2718.368	2718.185	2709.681	2714.397	2698.871	2716.23	2719.141
XM_372013.7	FAM90A3	2219.131	2221.735	2219.468	2211.313	2219.115	2207.938	2220.406	2218.816	2218.927	2218.368	2218.185	2209.681	2214.397	2198.871	2216.23	2219.141
XM_001720493.2	LOC729270	4706.131	4708.735	4706.468	4698.313	4706.115	4694.938	4707.406	4705.816	4705.927	4705.368	4705.185	4696.681	4701.397	4685.871	4703.23	4706.141
XM_001720501.2	LOC729273	126.489	127.947	126.501	121.642	124.826	119.043	126.488	126.175	127.36	125.959	125.521	119.227	124.341	117.144	125.769	127.619
XM_496946.5	FAM90A13	2220.131	2222.735	2220.468	2212.313	2220.115	2208.938	2221.406	2219.816	2219.927	2219.368	2219.185	2210.681	2215.397	2199.871	2217.23	2220.141
XM_001720498.2	LOC729278	4706.131	4708.735	4706.468	4698.313	4706.115	4694.938	4707.406	4705.816	4705.927	4705.368	4705.185	4696.681	4701.397	4685.871	4703.23	4706.141
XM_496947.5	FAM90A5	2220.131	2222.735	2220.468	2212.313	2220.115	2208.938	2221.406	2219.816	2219.927	2219.368	2219.185	2210.681	2215.397	2199.871	2217.23	2220.141
XM_001720491.2	LOC729284	126.489	127.947	126.501	121.642	124.826	119.043	126.488	126.175	127.36	125.959	125.521	119.227	124.341	117.144	125.769	127.619
XM_001128051.2	FAM90A20	1800.131	1802.735	1800.468	1792.313	1800.115	1788.938	1801.406	1799.816	1799.927	1799.368	1799.185	1790.681	1795.397	1779.871	1797.23	1800.141
NR_003668.2	DEF109P1B	118.516	119.902	118.518	113.936	116.756	111.353	118.444	118.2	119.448	118.027	117.585	111.496	116.494	109.756	117.918	119.677
XR_040280.2	LOC401447	1438.131	1440.735	1438.468	1430.313	1438.115	1426.938	1439.406	1437.816	1437.927	1437.368	1437.185	1428.681	1433.397	1417.871	1435.23	1438.141
XM_001720370.2	USP17L4	1438.131	1440.735	1438.468	1430.313	1438.115	1426.938	1439.406	1437.816	1437.927	1437.368	1437.185	1428.681	1433.397	1417.871	1435.23	1438.141
XR_078385.1	LOC100289400	423.288	425.861	423.585	415.48	423.229	412.222	424.528	422.945	423.126	422.529	422.324	413.829	418.681	403.863	420.548	423.432
XM_001720517.2	ZNF705G	1030.131	1032.735	1030.468	1022.313	1030.115	1018.938	1031.406	1029.816	1029.927	1029.368	1029.185	1020.681	1025.397	1009.871	1027.23	1030.141
XM_002342811.1	LOC100289462	144.557	146.234	144.673	139.159	143.058	136.547	144.712	144.2	145.249	143.943	143.551	136.741	142.125	134.029	143.591	145.607
NM_018661.3	DEFB103A	179.016	180.991	179.183	172.808	177.852	170.109	179.47	178.668	179.461	178.296	177.939	170.485	176.016	166.42	177.595	179.9
NM_058202.2	SPAG11B	522.202	524.802	522.528	514.381	522.188	511.05	523.474	521.889	522.024	521.455	521.254	512.776	517.511	502.262	519.378	522.296
NM_058200.2	SPAG11B	600.183	602.786	600.512	592.364	600.178	589.015	601.463	599.867	599.995	599.434	599.237	590.759	595.477	580.062	597.334	600.243
NM_058207.2	SPAG11B	289.952	292.348	290.154	282.407	289.575	279.311	290.927	289.548	289.856	289.138	288.892	280.543	285.803	272.629	287.577	290.296
NM_058206.3	SPAG11B	365.451	367.968	365.714	357.668	365.3	354.476	366.602	365.083	365.289	364.661	364.444	355.963	360.954	346.608	362.776	365.634
NM_058201.2	SPAG11B	563.192	565.789	563.516	555.37	563.182	552.024	564.469	562.872	563.006	562.437	562.242	553.764	558.49	543.139	560.348	563.264
NM_016512.3	SPAG11B	639.173	641.782	639.509	631.355	639.175	628.003	640.46	638.863	638.984	638.428	638.232	629.749	634.469	619.013	636.318	639.226
NM_058203.1	SPAG11B	375.414	377.943	375.688	367.615	375.283	364.418	376.587	375.051	375.248	374.627	374.412	365.931	370.881	356.437	372.736	375.588
XM_001715550.1	LOC100131608	856.131	858.735	856.468	848.313	856.115	844.938	857.406	855.816	855.927	855.368	855.185	846.681	851.397	835.871	853.23	856.141
XM_001720392.2	LOC645489	1424.131	1426.735	1424.468	1416.313	1424.115	1412.938	1425.406	1423.816	1423.927	1423.368	1423.185	1414.681	1419.397	1403.871	1421.23	1424.141
XM_001720396.2	LOC100132648	126.489	127.947	126.501	121.642	124.826	119.043	126.488	126.175	127.36	125.959	125.521	119.227	124.341	117.144	125.769	127.619
NM_001136572.1	FAM90A7	1802.131	1804.735	1802.468	1794.313	1802.115	1790.938	1803.406	1801.816	1801.927	1801.368	1801.185	1792.681	1797.397	1781.871	1799.23	1802.141
XM_001720398.2	LOC100132106	126.489	127.947	126.501	121.642	124.826	119.043	126.488	126.175	127.36	125.959	125.521	119.227	124.341	117.144	125.769	127.619
XM_001720391.2	LOC729339	1692.131	1694.735	1692.468	1684.313	1692.115	1680.938	1693.406	1691.816	1691.927	1691.368	1691.185	1682.681	1687.397	1671.871	1689.23	1692.141
XM_001720394.2	LOC100132485	1632.131	1634.735	1632.468	1624.313	1632.115	1620.938	1633.406	1631.816	1631.927	1631.368	1631.185	1622.681	1627.397	1611.871	1629.23	1632.141
XM_001720387.2	LOC729346	800.163	802.767	800.49	792.335	800.159	788.981	801.439	799.851	799.961	799.398	799.208	790.719	795.43	779.924	797.279	800.183
XM_928665.4	FAM90A14	2219.131	2221.735	2219.468	2211.313	2219.115	2207.938	2220.406	2218.816	2218.927	2218.368	2218.185	2209.681	2214.397	2198.871	2216.23	2219.141
XM_001720639.2	LOC729372	1692.131	1694.735	1692.468	1684.313	1692.115	1680.938	1693.406	1691.816	1691.927	1691.368	1691.185	1682.681	1687.397	1671.871	1689.23	1692.141
XM_496955.5	FAM90A18	2222.131	2224.735	2222.468	2214.313	2222.115	2210.938	2223.406	2221.816	2221.927	2221.368	2221.185	2212.681	2217.397	2201.871	2219.23	2222.141
XM_001720647.2	LOC100132048	1413.131	1415.735	1413.468	1405.313	1413.115	1401.938	1414.406	1412.816	1412.927	1412.368	1412.185	1403.681	1408.397	1392.871	1410.23	1413.141
XM_001720655.2	LOC729379	1413.131	1415.735	1413.468	1405.313	1413.115	1401.938	1414.406	1412.816	1412.927	1412.368	1412.185	1403.681	1408.397	1392.871	1410.23	1413.141
XM_496953.5	FAM90A8	2222.131	2224.735	2222.468	2214.313	2222.115	2210.938	2223.406	2221.816	2221.927	2221.368	2221.185	2212.681	2217.397	2201.871	2219.23	2222.141
XM_001720664.2	LOC729383	1413.131	1415.735	1413.468	1405.313	1413.115	1401.938	1414.406	1412.816	1412.927	1412.368	1412.185	1403.681	1408.397	1392.871	1410.23	1413.141
XM_001720665.2	LOC729387	1413.131	1415.735	1413.468	1405.313	1413.115	1401.938	1414.406	1412.816	1412.927	1412.368	1412.185	1403.681	1408.397	1392.871	1410.23	1413.141
XM_001129368.3	FAM90A19	2222.131	2224.735	2222.468	2214.313	2222.115	2210.938	2223.406	2221.816	2221.927	2221.368	2221.185	2212.681	2217.397	2201.871	2219.23	2222.141
XM_001720672.2	LOC729394	1413.131	1415.735	1413.468	1405.313	1413.115	1401.938	1414.406	1412.816	1412.927	1412.368	1412.185	1403.681	1408.397	1392.871	1410.23	1413.141
XM_496956.5	FAM90A9	2222.131	2224.735	2222.468	2214.313	2222.115	2210.938	2223.406	2221.816	2221.927	2221.368	2221.185	2212.681	2217.397	2201.871	2219.23	2222.141
